label,label_hint,hint_reason,similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
1,-1,needs review,0.9376,62.55,NO on Kalshi @ 35.0¢  +  YES on Polymarket @ 2.5¢,KXIPOOPENAI-27MAR01,"When will OpenAI IPO? — Before Mar 1, 2027",70.0,35.0,0x753e6031044632c083fede2715235b69bb2596e37d34f6f19d2b6635d2d4dd58,Will OpenAI IPO by June 30 2026?,2.45,97.55
1,1,threshold mismatch (16.0 vs 2026.0),0.8548,32.0,YES on Kalshi @ 21.0¢  +  NO on Polymarket @ 47.0¢,KXWCROUND-26RO16-IRQ,Will Iraq qualify for FIFA World Cup Round of 16? — Iraq,21.0,99.0,0xa49ed4d4d076cb71f2075a1a8a6719780b916d2df248943fa3b2380c73448e27,Will Iraq qualify for the 2026 FIFA World Cup?,53.0,47.0
1,-1,needs review,0.9318,35.0,NO on Kalshi @ 59.0¢  +  YES on Polymarket @ 6.0¢,KXTOKENLAUNCH-27JAN01-BASE,"Will Base launch a token before Jan 1, 2027? — Base",50.0,59.0,0x9873d0448faebb53d0040a958b40bfd17960f57a164f69a36f2f400e945c36c1,"Will Base launch a token by June 30, 2026?",6.0,94.0
2,2,matching thresholds + jaccard 0.75,0.9394,1.0,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 85.0¢,KXHOUSERACE-NC06-26-D,Will Democratic win the House race for NC-06? — Democratic party,14.0,93.0,0x81fee35aea4c440dcda285ef90d1d4db072b0e1abf52384dc3f7fce270977573,Will the Democratic Party win the NC-06 House seat?,15.0,85.0
2,2,matching thresholds + jaccard 0.75,0.9356,3.5,NO on Kalshi @ 53.0¢  +  YES on Polymarket @ 43.5¢,KXHOUSERACE-FL25-26-D,Will Democratic win the House race for FL-25? — Democratic party,54.0,53.0,0x9da6028526359f1b342620308e871f8479844fb06d7c699dc478a165e39c594d,Will the Democratic Party win the FL-25 House seat?,43.5,56.49999999999999
2,-1,needs review,0.8783,20.5,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 42.5¢,KXLEADERSOUT-27JAN01-DRODAPRE,"Will Delcy Rodriguez leave Acting President of Venezuela before Jan 1, 2027? — Delcy Rodriguez",37.0,68.0,0xa01d48a973e40770719dab42faf1aeae5da4376d9eca46e77265c7551d1be0f7,Will Delcy Rodríguez be the leader of Venezuela end of 2026?,57.49999999999999,42.5
0,-1,needs review,0.8457,2.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 91.5¢,KXTRADEDEFICIT-27FEB28-B112.25,Will US trade deficit for 2026 be between 105‎ billion and 119.5‎ billion? — 105‎ billion to 119.5‎ billion,6.0,99.0,0x17ac7b249bf0672209617e31a6b56eb79ffa056dc9a3e873b2baba2276675cf4,Will the 2026 trade deficit be between 700B and 800B?,8.5,91.5
2,-1,needs review,0.9521,1.55,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 96.5¢,KXSENATEOKR-26-NHAN,Will Nick Hankins be the Republican nominee for the Senate in Oklahoma? — Nick Hankins,2.0,99.0,0x7fb3fb78e0a207cd9e3d7aa36efed87964a38d1464f123bb053d68241f140521,Will Nick Hankins be the Republican nominee for Senate in Oklahoma?,3.55,96.45
2,-1,needs review,0.942,0.65,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 85.4¢,KXSENATEKYR-26-DCAM,Wil Daniel Cameron be the Republican nominee for the Senate in Kentucky? — Daniel Cameron,14.0,88.0,0xf12389950d7fdcdfc4892aa4b81b7ef8f16aaabefc82d62f4a7d3180feed7117,Will Daniel Cameron be the Republican nominee for Senate in Kentucky?,14.65,85.35000000000001
2,-1,needs review,0.8555,2.5,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 92.5¢,KXGOVCA-26-KPOR,Who will win the governorship in California? — Katie Porter,5.0,96.0,0x11375fe1cf6665bbdee0cba5c2d48be1dedafab87841bd2eb8bc778c0402f457,Will Katie Porter win the California Governor Election in 2026?,7.5,92.5
1,1,threshold mismatch (2026.0 vs 0.15),0.8283,3.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 95.5¢,KXDOGED-26MAR0905-T0.1299999,"Dogecoin price  on Mar 9, 2026? — $0.13 or above",1.0,100.0,0xd70c713bcfef1c6068c69f52995e1e1fedf6bb4ca8ac005c3f34b3e2f08cd6b6,Will Dogecoin reach $0.15 in March?,4.5,95.5
1,-1,needs review,0.9523,80.0,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 19.0¢,KXMEASLES-26-1250,Will there be more than 1250 measles cases in 2026? — Above 1250,100.0,1.0,0xf84585b48f83e2630a7b5f60b6e43188f29f1d68206685aa3753db065e6bdc09,Will there be at least 12500 measles cases in the U.S. in 2026?,19.0,81.0
1,-1,needs review,0.8701,78.5,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 10.5¢,KXFED-26APR-T3.00,"Will the upper bound of the federal funds rate be above 3.00% following the Fed's Apr 29, 2026 meeting? — Above 3.00%",100.0,11.0,0xf9ca1f6608ee282342a6c8d108dda15b91fc9cc1cf9e90a548c3ae5f825b425f,Will the upper bound of the target federal funds rate be 3.0% at the end of 2026?,10.5,89.5
2,2,matching thresholds + jaccard 0.62,0.9315,0.15,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.9¢,KXPRESNOMD-28-MO,Will Michelle Obama be the Democratic Presidential nominee in 2028? — Michelle Obama,1.0,100.0,0x3e218c99a1335641b3a5ee6c887521d19b0c28fddd6b99c254a07968e35c0b1b,Will Michelle Obama win the 2028 Democratic presidential nomination?,1.15,98.85
2,-1,needs review,0.8261,4.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 93.0¢,KXMLBNLMVP-26-KTUC,Will Kyle Tucker win NL MVP? — Kyle Tucker,3.0,98.0,0x08a1b8c6d39f5a0e4002a6c8260831d873466bb5016fc26d8c4711a7a0a60f07,Will Kyle Tucker win the 2026 National League MVP Award?,7.000000000000001,93.0
0,2,matching thresholds + jaccard 0.50,0.8654,20.5,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 76.5¢,KXVENEZUELALEADER-26DEC31-PHEG,"Will Pete Hegseth be the head of state of Venezuela on Dec 31, 2026? — Pete Hegseth",3.0,98.0,0x382c450eaffa44aebaee477849736a90fdb8b847b82060efa09567af87736341,"Will Pete Hegseth visit Venezuela by March 31, 2026?",23.5,76.5
1,-1,needs review,0.8938,18.5,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 76.5¢,KXHIGHCHI-26MAR09-B68.5,"Will the high temp in Chicago be 68-69° on Mar 9, 2026? — 68° to 69°",5.0,97.0,0x0e946ed7ad76f7cb0d5f642b95946504a0d1a6779100c107d929cf25f2a4e81e,Will the highest temperature in Chicago be between 72-73°F on March 9?,23.5,76.5
1,2,matching thresholds + jaccard 0.75,0.9392,4.0,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 85.0¢,KXHOUSERACE-OH14-26-R,Will Republican win the House race for OH-14? — Republican party,96.0,11.0,0x1d198c8372ea87b69641678726a8fbc4c63ac1653773290fea72b40f4a678852,Will the Republican Party win the OH-14 House seat?,85.0,15.0
0,-1,needs review,0.8538,5.0,NO on Kalshi @ 49.0¢  +  YES on Polymarket @ 46.0¢,KXEFLCHAMPIONSHIPGAME-26MAR10STKIPS-IPS,Stoke vs Ipswich Winner? — Ipswich,53.0,49.0,0x1b41431c3864b7870fadb14b9f504072d77b39a520ac7aa62ac833f1d3cc83f0,Stoke City FC vs. Ipswich Town FC: O/U 2.5,46.0,54.0
0,-1,needs review,0.8877,4.95,NO on Kalshi @ 93.0¢  +  YES on Polymarket @ 2.1¢,KXTRUMPPARDON-27JAN01-DJT,"Will Donald Trump receive a presidential pardon before Jan 1, 2027? — Donald Trump",8.0,93.0,0x6bc658b5fdfded234356308d971d7b93e2e92c48eff32144bc163b4a3da7277b,Will Trump pardon Himself before 2027?,2.0500000000000003,97.95
2,2,matching thresholds + jaccard 1.00,0.9579,1.65,NO on Kalshi @ 13.0¢  +  YES on Polymarket @ 85.4¢,KXSONGRELEASE-27JAN01-UZI,Will Lil Uzi Vert release a new song 2026? — Lil Uzi Vert,93.0,13.0,0xec692a3d046e7fbfed68662e638af6c49070732defb1e9782144a6d9bbd7146b,Will Lil Uzi Vert release a new song in 2026?,85.35000000000001,14.65
2,-1,needs review,0.8981,11.0,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 81.0¢,KXMLBALHAARON-26-GHEN,Will Gunnar Henderson win AL Hank Aaron Award? — Gunnar Henderson,8.0,100.0,0xeb0cd3ab2569257a3586b8dddeae802dfe4da91b6ad9ca610001f84894f94523,Will Gunnar Henderson win the 2026 American League Hank Aaron Award?,19.0,81.0
2,-1,needs review,0.93,1.0,YES on Kalshi @ 30.0¢  +  NO on Polymarket @ 69.0¢,KXFOMEN-26-SIN,Will Jannik Sinner win the French Open? — Jannik Sinner,30.0,71.0,0x23e817f30871533d3bd7da01e68b802c5fccb8f44f053ef4ea5789c8a28563fe,Will Jannik Sinner win the 2026 Men's French Open?,31.0,69.0
0,-1,needs review,0.8812,93.9,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 5.1¢,KXCABLEAVE-26FEB-26AUG,Will any member of Trump's Cabinet leave before Aug 2026? — Before Sep 2026,100.0,1.0,0x3df5429ee23e1414f1a074f61d85e55ef2060d95a66c22a2d435d1e4f3749f7c,Will no one leave the Trump Cabinet before 2027?,5.1,94.9
2,2,matching thresholds + jaccard 0.67,0.9387,0.5,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 96.5¢,KXSP500ADDQ-26MAR31-AFRM,"Will Affirm Holdings be added to S&P 500 before Mar 31, 2026? — Affirm Holdings",3.0,99.0,0x5c1e362faefe4c2b65eaabd57422cbe25b0508ccee8eb7a973bd3c03b3f32f05,"Will Affirm Holdings (AFRM) be added to the S&P 500 by March 31, 2026?",3.5000000000000004,96.5
1,-1,needs review,0.832,88.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 10.5¢,KXBTCD-26MAR0905-T75499.99,"Bitcoin price  on Mar 9, 2026? — $75,500 or above",1.0,100.0,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",89.5,10.5
0,-1,needs review,0.8486,44.5,YES on Kalshi @ 12.0¢  +  NO on Polymarket @ 43.5¢,KXECONSTATU3-26OCT-T5.0,Unemployment rate in Oct 2026? — Exactly 5.0%,12.0,98.0,0xf7cb64502151bde17648b90f53abc3e5338b4193d14a636e225dffcb245b5c16,Will US unemployment reach at least 5.0% in 2026?,56.49999999999999,43.5
2,-1,needs review,0.8849,1.0,NO on Kalshi @ 70.0¢  +  YES on Polymarket @ 29.0¢,KXNCAAMBSLC-26-SFA,Will Stephen F. Austin be the Southland tournament champions? — Stephen F. Austin,31.0,70.0,0x2ffe1f9445ba90d268e66721571fa51184c5d5e6ae6e7c2400af658ec9a5e683,Will Stephen F. Austin win the 2026 Southland conference championship?,28.999999999999996,71.0
0,-1,needs review,0.8287,1.0,YES on Kalshi @ 30.0¢  +  NO on Polymarket @ 69.0¢,KXEFLCHAMPIONSHIP-26-QPR,Will Queens Park Rangers win the EFL Championship? — Queens Park Rangers,30.0,100.0,0xd4199ec1267ec31e9196a0bbb85e3662f9b0a5607583bca6ae02d5c08aca8c49,Will Queens Park Rangers FC win on 2026-03-14?,31.0,69.0
2,2,matching thresholds + jaccard 0.62,0.8664,1.65,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 97.4¢,KXBTCD-26MAR0905-T63999.99,"Bitcoin price  on Mar 9, 2026? — $64,000 or above",100.0,1.0,0xc167e08d43ad01e2451029262b504c4f615427e587d08898ee3a72e6643a8604,"Will the price of Bitcoin be above $64,000 on March 9?",97.35,2.65
2,2,matching thresholds + jaccard 0.78,0.8951,0.5,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 14.5¢,KXOSCARCOUNT-26-SEN-2,How many awards will Sentimental Value win at the Oscars? — Exactly 2,17.0,85.0,0x798d918a1588a21b93f8948a0b64442e1eb7ee99d57cba762ed20006de68f1f5,"Will ""Sentimental Value"" win exactly 2 awards at the Oscars?",14.499999999999998,85.5
0,-1,needs review,0.8433,5.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 94.0¢,KXMLBNLMVP-26-NARE,Will Nolan Arenado win NL MVP? — Nolan Arenado,1.0,100.0,0x6997c0ca99d2a96d020e53aecfa5f5a4c2f14ce0eb69c10b952367d582723a12,Will Nolan Arenado win MVP at the 2026 World Baseball Classic?,6.0,94.0
2,-1,needs review,0.9369,2.5,NO on Kalshi @ 61.0¢  +  YES on Polymarket @ 36.5¢,KXTRUMPSTATES-27JAN01-CO,"Will Donald Trump visit Colorado before Jan 1, 2027? — Colorado",46.0,61.0,0x842c58a3a652f953f72ae54c9a375137b612521eae55690a0f1cc1cb892e02d0,Will Donald Trump visit Colorado in 2026?,36.5,63.5
2,-1,needs review,0.9296,1.5,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 89.5¢,KXSENATECOR-26-GWM,Will George Washington Markert be the Republican nominee for the Senate in Colorado? — George Washington Markert,9.0,95.0,0xf02f7bdad6ea0408e2458d51d1ebda4e1a971b73db744e72feafda37662f5f32,Will George Washington Markert be the Republican nominee for Senate in Colorado?,10.5,89.5
0,-1,needs review,0.8473,42.5,YES on Kalshi @ 13.0¢  +  NO on Polymarket @ 44.5¢,KXLALIGAGAME-26MAR15BARSEV-TIE,Barcelona vs Sevilla Winner? — Tie,13.0,88.0,0xe23cd6a8a452c04aac3954d1b20b4e1cbcd1586c171075df395bfd9014cbd7c1,FC Barcelona vs. Sevilla FC: Both Teams to Score,55.50000000000001,44.5
1,-1,needs review,0.9183,20.0,NO on Kalshi @ 15.0¢  +  YES on Polymarket @ 65.0¢,KXMUSKTRILLION-30,Will Elon Musk be a trillionaire before 2030? — Before 2030,87.0,15.0,0x0f3ae5d23882fb840762fd35de11fc31b0fbdc9e41e8666cdfae9d627f93f517,Elon Musk trillionaire before 2027?,65.0,35.0
1,2,matching thresholds + jaccard 0.62,0.8596,9.0,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 85.0¢,KXECONSTATU3-26OCT-T3.4,Unemployment rate in Oct 2026? — Exactly 3.4%,6.0,100.0,0x44cf076e74c7b84a3ecc3e6fcb9571e531521df968ee0b43756f44477e666536,Will the March 2026 unemployment rate be 4.3%?,15.0,85.0
2,2,matching thresholds + jaccard 0.75,0.9393,6.5,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 85.5¢,KXHOUSERACE-FL17-26-D,Will Democratic win the House race for FL-17? — Democratic party,8.0,98.0,0x0f1187f04aeb3a9b113f748673644a7d96079a46857af058514be60c238efac6,Will the Democratic Party win the FL-17 House seat?,14.499999999999998,85.5
0,-1,needs review,0.8461,2.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 97.0¢,KXNHL-26-FLA,Will Florida Panthers win the 2025-26 Stanley Cup Finals? — Florida Panthers,1.0,100.0,0xa653a6e828410ff1ac605353db2e0ecaaf0ff4f55e03a5dd6f3cb89e5b407b30,Will the Florida Panthers win the 2025–2026 NHL Presidents' Trophy?,3.0,97.0
0,-1,needs review,0.8264,41.0,NO on Kalshi @ 18.0¢  +  YES on Polymarket @ 41.0¢,KXALBUMRELEASE-26-POS,Will Post Malone release a new album in 2026? — Post Malone,88.0,18.0,0x441f95ffdc8379d6a6b3ecb1f45e9bf13529f0b6cab5efd0196fd1d4d7781e87,Will Post Malone have a #1 song on the Billboard Hot 100 in 2026?,41.0,59.0
0,-1,needs review,0.8877,42.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 56.5¢,KXMENWORLDCUP-26-UA,Will the Ukraine win the 2026 Men's World Cup? — Ukraine,1.0,100.0,0xb4b297fe86c268225338ffcea29a5b479e09ca9bc4cce3efc6084a7b9286fc91,Will Ukraine win on 2026-03-26?,43.5,56.49999999999999
2,2,matching thresholds + jaccard 0.75,0.9378,1.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 91.5¢,KXHOUSERACE-MI02-26-R,Will Republican win the House race for MI-02? — Republican party,98.0,7.0,0xf155e6c972268c56600185b108c8b69cdc4e0a7c34c25712d0f22f4f751123ed,Will the Republican Party win the MI-02 House seat?,91.5,8.5
0,-1,needs review,0.8288,81.0,NO on Kalshi @ 5.0¢  +  YES on Polymarket @ 14.0¢,KXSONGRELEASE-27JAN01-FUT,Will Future release a new song 2026? — Future,100.0,5.0,0xf9ab3829eb85b2846f8e4f8d02e3fd035381309c3b5d7a1a04e41e9cba74fd82,Will Future have a #1 song on the Billboard Hot 100 in 2026?,14.000000000000002,86.0
2,2,matching thresholds + jaccard 1.00,0.9662,0.05,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 97.0¢,KXBRPRES-26-FH,Will Fernando Haddad win the 2026 Brazilian presidential election? — Fernando Haddad,3.0,98.0,0xdd3d104667774208eae2239f576122ecdd1c04ba81cc14d26d22a36b33887977,Will Fernando Haddad win the 2026 Brazilian presidential election?,3.05,96.95
2,2,matching thresholds + jaccard 0.75,0.9256,4.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-MI09-26-D,Will Democratic win the House race for MI-09? — Democratic party,5.0,100.0,0x85f69bc877f0d6d588b63bb9b0edfd2bc9af2bad1e261a4ba6d30a1d2a38c136,Will the Democratic Party win the MI-09 House seat?,9.0,91.0
0,1,threshold mismatch (1.0 vs 2026.0),0.858,14.0,YES on Kalshi @ 13.0¢  +  NO on Polymarket @ 73.0¢,KX1ALBUM-26DEC-FRA,Will Frank Ocean have a #1 album this year? — Frank Ocean,13.0,94.0,0xc5b751a3ead913be1a0fa6f1f587a52dd1b7fb3a8f15288e43c430d54b6e8d52,Will Frank Ocean release an album in 2026?,27.0,73.0
1,-1,needs review,0.8615,0.5,NO on Kalshi @ 57.0¢  +  YES on Polymarket @ 42.5¢,KXEFLCHAMPIONSHIPGAME-26MAR10PORSWA-POR,Portsmouth vs Swansea Winner? — Portsmouth,45.0,57.0,0xed0b6cacc893cb56508d63d9822655df3c3bdbe5a3323f81ea833dce164482ee,Portsmouth FC vs. Swansea City AFC: O/U 2.5,42.5,57.49999999999999
0,-1,needs review,0.8357,0.3,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 96.7¢,KXLEADERNBABLK-26-RGOB,Will Rudy Gobert lead Pro Basketball in Blocks Per Game for the 2025-26 Regular Season? — Rudy Gobert,3.0,100.0,0x896c5c288315ff3ecd98516ddc8848868c03040ac91182b59f430721b3929c87,Will Rudy Gobert lead the NBA in rebounds during the 2025–26 NBA season?,3.3000000000000003,96.7
1,-1,needs review,0.8346,18.5,NO on Kalshi @ 40.0¢  +  YES on Polymarket @ 41.5¢,KXLOLGAME-26MAR09MEBIG-ME,Will Misa Esports win the Misa Esports vs. Berlin International Gaming League of Legends match? — Misa Esports,63.0,40.0,0x3bf3ae93620cca60b862a48dd5a5eea8a4bd4dc2c98594cd1d1b3836d865a89d,LoL: Berlin International Gaming vs Misa Esports - Game 1 Winner,41.5,58.5
0,-1,needs review,0.86,3.6,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 85.4¢,KXECONSTATU3-26JUL-T4.9,Unemployment rate in Jul 2026? — Exactly 4.9%,11.0,100.0,0x7cacfdebabd1975d08c7873490f1b3499c76ad7eab68d76175af238d9afc4098,Will the March 2026 unemployment rate be 4.6%?,14.6,85.39999999999999
0,-1,needs review,0.869,28.0,YES on Kalshi @ 44.0¢  +  NO on Polymarket @ 28.0¢,KXTAYLORSWIFTWEDDING-30JAN01-EST,Will Este Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift? — Este Haim,44.0,63.0,0x52df1d538aca1242b08834637708b046c15732a9aff3211ce6f6c240a753f41f,Will Este Haim attend Taylor Swift's wedding?,72.0,28.000000000000004
2,-1,needs review,0.9269,0.35,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 94.7¢,KXUEL-26-BFC,Will Bologna win the Europa League? — Bologna,5.0,99.0,0x74a2d2cadd9ebffdb7c235228782e0aa61a414572caf30160c02e87d30309a20,Will Bologna win the 2025-26 UEFA Europa League?,5.35,94.65
2,-1,needs review,0.8685,6.5,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 12.5¢,KXMULLINCONF-26APR01,"Will Markwayne Mullin be confirmed as Secretary of Homeland Security before Apr 1, 2026? — Before Apr 1, 2026",24.0,81.0,0xba20e209ead7a94bedf8613c61187b4e19e3bfb0802923020fe3544eff7285de,"Markwayne Mullin confirmed as DHS Secretary by March 31, 2026?",12.5,87.5
0,-1,needs review,0.8576,30.0,YES on Kalshi @ 21.0¢  +  NO on Polymarket @ 49.0¢,KXEPL1H-26MAR21FULBUR-BUR,Fulham vs Burnley: First Half Winner? — Burnley,21.0,95.0,0x432bc49df0704a41a8aba8ea1208db763061c13b42861f466be55bb4c2a6022e,Fulham FC vs. Burnley FC: Both Teams to Score,51.0,49.0
0,-1,needs review,0.8623,51.0,YES on Kalshi @ 26.0¢  +  NO on Polymarket @ 23.0¢,KXTAYLORSWIFTWEDDING-30JAN01-BRI,Will Brittany Mahomes be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift? — Brittany Mahomes,26.0,78.0,0x5b7393268fc1f55d066b532e5872d8746335b1625d3f7c1252d8a19fedd303f6,Will Brittany Mahomes attend Taylor Swift's wedding?,77.0,23.0
0,-1,needs review,0.885,47.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 52.0¢,KXMENWORLDCUP-26-SC,Will the Scotland win the 2026 Men's World Cup? — Scotland,1.0,100.0,0x458d92a27ee6be3c690c208e0980a9ae77c657e2b1ba62ecb77147c057d56f79,Will Scotland win on 2026-03-31?,48.0,52.0
0,-1,needs review,0.8515,33.5,YES on Kalshi @ 45.0¢  +  NO on Polymarket @ 21.5¢,KXNBAFINMVP-26-SGIL,Who will win Finals MVP? — Shai Gilgeous-Alexander,45.0,65.0,0x281565cae359040475640be8bc20f4efe15245fe0251805fd338fb1a3e45ffae,Will Shai Gilgeous-Alexander win the 2025–2026 NBA MVP?,78.5,21.5
2,-1,needs review,0.8346,0.05,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 99.0¢,KXGOVMENOMR-26-JLIB,Wil James Libby be the Republican nominee for Governor in Maine? — James Libby,1.0,100.0,0x418919bf927d7b55cdfed5914fd62b3b8353f3fac5e29fa266eb191889ce2b73,Will James Libby win the 2026 Maine Governor Republican primary election?,1.05,98.95
2,2,matching thresholds + jaccard 0.75,0.9345,4.5,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 86.5¢,KXHOUSERACE-GA11-26-D,Will Democratic win the House race for GA-11? — Democratic party,9.0,98.0,0xc04a813ce0d0160a94dafaab3f3f018d99e7d6e4f36806bc3b548b2de3f8e280,Will the Democratic Party win the GA-11 House seat?,13.5,86.5
1,-1,needs review,0.8362,6.25,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 92.8¢,KXBTCD-26MAR0905-T71499.99,"Bitcoin price  on Mar 9, 2026? — $71,500 or above",1.0,100.0,0xa7ec14d0bfe952d912a2ed1c8d47aa8dabcc35fb1444b398fd2959b6d2a5d237,"Will the price of Bitcoin be above $70,000 on March 9?",7.249999999999999,92.75
0,-1,needs review,0.8257,18.0,NO on Kalshi @ 74.0¢  +  YES on Polymarket @ 8.0¢,SENATEPA-28-R,Will Republicans win the Senate race in Pennsylvania? — Republican party,30.0,74.0,0x4c6666ade7c81774aadf7ce8a47e014830f39634e10c606db548b2ddb52c8a97,Will the Republican Party win the PA-04 House seat?,8.0,92.0
2,2,matching thresholds + jaccard 0.75,0.9434,1.5,NO on Kalshi @ 43.0¢  +  YES on Polymarket @ 55.5¢,KXHOUSERACE-NJ02-26-R,Will Republican win the House race for NJ-02? — Republican party,61.0,43.0,0x72efd66ee80174b9d64d080692ccdaf77750532d9d706ad05372117fa0d99a4a,Will the Republican Party win the NJ-02 House seat?,55.50000000000001,44.5
1,1,threshold mismatch (16.0 vs 2026.0),0.8518,37.0,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 35.0¢,KXWCROUND-26RO16-COD,Will Congo DR qualify for FIFA World Cup Round of 16? — Congo DR,28.0,92.0,0xe596f80a42391672c0ee629d1e0cdd2c22e7ce10c48d41fe6c077c8b9ebe6450,Will DR Congo qualify for the 2026 FIFA World Cup?,65.0,35.0
0,-1,needs review,0.8326,42.0,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 50.0¢,KXWBCROUND-26FINAL-NED,Will Netherlands qualify for the championship game in World Baseball Classic? — Netherlands,8.0,100.0,0x93d8832b2622e363611e88b6e15cfe62a146b674748fe5bb22f232e97c8d4c1b,Will Netherlands advance to the Knockout Stages of the 2026 World Baseball Classic final?,50.0,50.0
0,1,threshold mismatch (2.5 vs 1.0),0.8255,3.0,YES on Kalshi @ 47.0¢  +  NO on Polymarket @ 50.0¢,KXBUNDESLIGATOTAL-26MAR15SCFUNI-2,Union Berlin at Freiburg: Totals — Over 2.5 goals scored,47.0,59.0,0x403f886405db6f16768659d05b69dc1d0adb31af903b14cfe91d9478de6e625a,SC Freiburg vs. 1. FC Union Berlin: Both Teams to Score,50.0,50.0
