similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no,pred_label,pred_label_name,pred_prob_0,pred_prob_1,pred_prob_2
0.8749,15.0,YES on Kalshi @ 19.0¢  +  NO on Polymarket @ 66.0¢,KXWCROUND-26QUAR-SVK,Will Slovakia qualify for FIFA World Cup Quarterfinals? — Slovakia,19.0,,0x939bffc79d51cc380bd8507a6de7fcc528a4c13c923762fb4115c949045c7ccd,Will Slovakia qualify for the 2026 FIFA World Cup?,34.0,66.0,2,true_match,0.1238,0.1873,0.6889
0.9468,14.5,YES on Kalshi @ 35.0¢  +  NO on Polymarket @ 50.5¢,HOUSEFL23-26-R,Will Republican win the House race for FL-23? — Republican party,35.0,70.0,0x75506d5cbebe1b956899a504b586c0b38a7b1f6c959645667dfcbfa132ade033,Will the Republican Party win the FL-23 House seat?,49.5,50.5,2,true_match,0.0283,0.1181,0.8536
0.9406,14.5,NO on Kalshi @ 13.0¢  +  YES on Polymarket @ 72.5¢,KXHOUSEUT02-26-R,Will Republican win the House race for UT-02? — Republican party,88.0,13.0,0xc706bf8c7164ce0fb7850d52e8fe6c20eefb774ec674128bd0a2a492af531e14,Will the Republican Party win the UT-02 House seat?,72.5,27.500000000000004,2,true_match,0.0538,0.4665,0.4797
0.9073,14.5,YES on Kalshi @ 27.0¢  +  NO on Polymarket @ 58.5¢,KXFIELDS-26-SRAS,Who will win the Fields Medal in 2026? — Sam Raskin,27.0,80.0,0x7014fc8058f02a7acc7cb0051a24d75bdbcf08db04392e119ceacf3e791c9e43,Will Sam Raskin win the 2026 Fields Medal?,41.5,58.5,2,true_match,0.0733,0.1734,0.7533
0.8996,13.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 75.5¢,HOUSEMI8-26-R,Will Republican win the House race for MI-8? — Republican party,11.0,95.0,0xa2234921e55582b6c5575028e01d4d6db1a205569533e7643eee923c5a72847c,Will the Republican Party win the MI-08 House seat?,24.5,75.5,2,true_match,0.1425,0.1528,0.7047
0.8793,13.5,YES on Kalshi @ 33.0¢  +  NO on Polymarket @ 53.5¢,KXWCROUND-26FINAL-DEN,Will Denmark qualify for FIFA World Cup Final? — Denmark,33.0,,0xbfe2fa30664135a1c6a23a5946c2e188f983e27070b8ec450902de6467def4fd,Will Denmark qualify for the 2026 FIFA World Cup?,46.5,53.5,2,true_match,0.1216,0.1403,0.7381
0.8555,13.05,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 84.0¢,KXNFLDRAFTPICK-26-2-CDOW,Who will be picked second in the Pro Football Draft? — Caleb Downs,3.0,98.0,0x31e2f235fcde646ed9626b5b4d6965c0f74301fde4668f49c852c80851606740,Will Caleb Downs be the second pick in the 2026 NFL draft?,16.05,83.95,2,true_match,0.3086,0.2889,0.4025
0.8954,13.0,YES on Kalshi @ 20.0¢  +  NO on Polymarket @ 67.0¢,HOUSENV3-26-R,Will Republican win the House race for NV-3? — Republican party,20.0,87.0,0xf81b738acfd2fe6205bf44ffbc6499fd1b81600f1cc7e68f99ec4fa5197eb340,Will the Republican Party win the NV-03 House seat?,33.0,67.0,2,true_match,0.3657,0.0317,0.6026
0.9485,12.5,NO on Kalshi @ 18.0¢  +  YES on Polymarket @ 69.5¢,KXHOUSERACE-NC06-26-R,Will Republican win the House race for NC-06? — Republican party,89.0,18.0,0xd812fb189aec52644f68488085aa0d40cc49536456c4d8407e691274c6f05528,Will the Republican Party win the NC-06 House seat?,69.5,30.5,2,true_match,0.0404,0.1754,0.7842
0.9003,12.5,NO on Kalshi @ 43.0¢  +  YES on Polymarket @ 44.5¢,KXOSCARGUESTS-26-CON,Who will attend the Oscars? — Connor Storrie,60.0,43.0,0xdb875e01d52213a42c63f26289443d0d6d64d7ea64d24aca655bbff38f140f09,Will Connor Storrie attend the Oscars?,44.5,55.50000000000001,2,true_match,0.0246,0.0836,0.8917
0.8888,12.5,NO on Kalshi @ 51.0¢  +  YES on Polymarket @ 36.5¢,KXIPO-26-OPENAI,Who will IPO before 2027? — OpenAI,52.0,51.0,0x7844ad013088564a11d5d4d3b1766c57ad936a55247f0ae1efe28180d7285af3,OpenAI IPO before 2027?,36.5,63.5,2,true_match,0.1374,0.296,0.5666
0.887,12.5,NO on Kalshi @ 55.0¢  +  YES on Polymarket @ 32.5¢,KXNHLPLAYOFF-26-SJ,Will the San Jose Sharks be one of the 2025-26 Pro Hockey Playoff Qualifiers? — San Jose Sharks,49.0,55.0,0x8e7eaea1da949b796629b7fbd761583dc8cebf8901653c75c37070bcc0400ea3,Will the San Jose Sharks make the NHL Playoffs?,32.5,67.5,2,true_match,0.2925,0.2451,0.4624
0.8835,12.5,NO on Kalshi @ 14.0¢  +  YES on Polymarket @ 73.5¢,HOUSEMI8-26-D,Will Democratic win the House race for MI-8? — Democratic party,92.0,14.0,0x8937a2de7d60389eb73469769446044c12fd670b2a8230eee4f06e1e070b9c92,Will the Democratic Party win the MI-08 House seat?,73.5,26.5,2,true_match,0.1389,0.1971,0.664
0.8472,12.5,YES on Kalshi @ 29.0¢  +  NO on Polymarket @ 58.5¢,KXNCAAMBBSKY-26-PRST,Will Portland St. be the Big Sky tournament champions? — Portland St.,29.0,72.0,0x8d2fe9c159cf8563fe926adfd0e414c279b1c1d105d55b303969caf00495434a,Will Portland State win the 2026 Big Sky conference championship?,41.5,58.5,2,true_match,0.3174,0.0879,0.5947
0.9714,11.95,NO on Kalshi @ 25.0¢  +  YES on Polymarket @ 63.0¢,KXTXPRIMARY-30R26-EJAC,Will Everett Jackson be the Republican nominee for TX-30? — Everett Jackson,81.0,25.0,0x4ac1ad498fa8e583054cbdb8ce8390648ee8584fa048e07de45f46279527fded,Will Everett Jackson be the Republican Nominee for TX-30?,63.05,36.95,2,true_match,0.0208,0.0953,0.8839
0.8333,11.85,YES on Kalshi @ 22.0¢  +  NO on Polymarket @ 66.1¢,KXNFLDRAFTPICK-26-5-CDOW,Who will be picked fifth in the Pro Football Draft? — Caleb Downs,22.0,80.0,0x990ca0d31c1bdbef2473c507af4f2856bd5187313a07ebd58f1f828ae2b1bd5f,Will Caleb Downs be the third pick in the 2026 NFL draft?,33.85,66.14999999999999,2,true_match,0.1966,0.1244,0.679
0.8729,11.85,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 82.2¢,KXHOUSEPOPVOTEMARGIN-27NOV03-B50,Will Republicans win the 2026 U.S. House of Representatives national popular vote? — Republicans win,6.0,95.0,0xd710b417877c52606a73e3a653680e67a64e3a658445e1ca17bff691df71f3ed,Will the Republican Party win the popular vote in the 2026 U.S. House of Representatives midterm elections by 6% or more?,17.849999999999998,82.15,2,true_match,0.391,0.1109,0.4982
0.9313,11.5,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 51.5¢,KXHOUSERACE-NY02-26-D,Will Democratic win the House race for NY-02? — Democratic party,37.0,70.0,0x266327863c1681bc8e3db27d2b1d0806032120e2029712cc38bbba9b5bca870b,Will the Democratic Party win the NY-02 House seat?,48.5,51.5,2,true_match,0.0109,0.0178,0.9713
0.9116,11.5,NO on Kalshi @ 37.0¢  +  YES on Polymarket @ 51.5¢,KXUCLBTTS-26MAR11RMAMCI,Manchester City at Real Madrid: Both Teams to Score — Both Teams To Score,64.0,37.0,0x702492335021a650cc7735b75ed6d72e53a0861f004824b53d1326b3d4b2696c,Manchester City FC vs. Real Madrid CF: Both Teams to Score,51.5,48.5,2,true_match,0.0156,0.069,0.9153
0.9057,11.5,NO on Kalshi @ 70.0¢  +  YES on Polymarket @ 18.5¢,HOUSEIA1-26-R,Will Republican win the House race for IA-1? — Republican party,37.0,70.0,0xd67cfab2dbfb4e25b5d8b2a9fa66d0dadbcb6c11ba1c7c66cc343c985c5f8540,Will the Republican Party win the IA-01 House seat?,18.5,81.5,2,true_match,0.0434,0.0432,0.9134
0.8356,11.5,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 71.5¢,KXARGPREMDIVGAME-26MAR11BOCSLA-SLA,Boca Juniors vs San Lorenzo de Almagro Winner? — San Lorenzo de Almagro,17.0,90.0,0xc0e23e0abab4c12512727d0f6f0a2387547e09c58e23dc8941e6f375245fc0b4,Will CA Boca Juniors vs. CA San Lorenzo de Almagro end in a draw?,28.499999999999996,71.5,2,true_match,0.0668,0.2085,0.7247
0.8307,11.5,YES on Kalshi @ 23.0¢  +  NO on Polymarket @ 65.5¢,KXNCAAMBUSA-26-SHSU,Will Sam Houston be the Conference USA tournament champions? — Sam Houston,23.0,79.0,0x867874580a60c84989cf0191ac35e83769ef6c7a26aded6e5faa591e2b2a2394,Will Sam Houston win the 2026 CUSA conference championship?,34.5,65.5,2,true_match,0.4073,0.1147,0.478
0.8926,11.0,YES on Kalshi @ 55.0¢  +  NO on Polymarket @ 34.0¢,KXNCAAMBSLC-26-MCNS,Will McNeese be the Southland tournament champions? — McNeese,55.0,46.0,0xd02fb45264be88ab54f7a29814aebf7591c2b87bff662ec8b4092e5f79afc3ef,Will McNeese win the 2026 Southland conference championship?,66.0,34.0,2,true_match,0.3387,0.1182,0.543
0.8722,11.0,NO on Kalshi @ 64.0¢  +  YES on Polymarket @ 25.0¢,HOUSECO3-26-D,Will Democratic win the House race for CO-3? — Democratic party,41.0,64.0,0x418fcd9c72501eea029eee747b522e4da91478dbf52829893aa7a55b36d84984,Will the Democratic Party win the CO-03 House seat?,25.0,75.0,2,true_match,0.1228,0.0365,0.8407
0.859,11.0,NO on Kalshi @ 53.0¢  +  YES on Polymarket @ 36.0¢,KXWCGROUPWIN-26D-USA,Will USA finish first in World Cup Group D? — USA,49.0,53.0,0xcbc96c93a1e80ffb7b5efeb2bd6c6a587ec16957eec8d2e823988cc51d6dac30,Will USA win Group D in the 2026 FIFA World Cup?,36.0,64.0,2,true_match,0.078,0.0536,0.8683
0.8486,11.0,NO on Kalshi @ 75.0¢  +  YES on Polymarket @ 14.0¢,SENATEKS-28-D,Will Democratics win the Senate race in Kansas? — Democratic party,26.0,75.0,0x460d3942d385cdeda20519c0c5ad804ae48dc18efc9a82e1f1be87a29e69adb3,Will the Democrats win the Kansas Senate race in 2026?,14.000000000000002,86.0,2,true_match,0.2545,0.1805,0.565
0.9635,10.5,NO on Kalshi @ 61.0¢  +  YES on Polymarket @ 28.5¢,KXNEXTISRAELPM-45JAN01-NBEN,Will Naftali Bennett be the next Prime Minister of Israel? — Naftali Bennett,43.0,61.0,0x9ed0ecc8b8589e67967d44c4420944a41b6a6806419019a1581d514174eee9b1,Will Naftali Bennett be the next Prime Minister of Israel?,28.499999999999996,71.5,2,true_match,0.007,0.0708,0.9222
0.9497,10.5,NO on Kalshi @ 19.0¢  +  YES on Polymarket @ 70.5¢,KXHOUSETX32-26-R,Will Republican win the House race for TX-32? — Republican party,87.0,19.0,0x17d9797821f1a32321564af18ce9bb98ba79f269d6973c9af4c092a518a916ff,Will the Republican Party win the TX-32 House seat?,70.5,29.5,2,true_match,0.0194,0.1609,0.8197
0.9367,10.5,NO on Kalshi @ 23.0¢  +  YES on Polymarket @ 66.5¢,HOUSEPA10-26-D,Will Democratic win the House race for PA-10? — Democratic party,81.0,23.0,0x1ba8c5b414501846fafc1639481a839d57bc3bbb62471400e86224e93c2281f5,Will the Democratic Party win the PA-10 House seat?,66.5,33.5,2,true_match,0.0179,0.0744,0.9077
0.9181,10.5,YES on Kalshi @ 27.0¢  +  NO on Polymarket @ 62.5¢,HOUSEPA7-26-R,Will Republican win the House race for PA-7? — Republican party,27.0,78.0,0x1a8fadca151b214722192338aa6ea3ec4122902576fb4192d7f6da3dd3a8f9ec,Will the Republican Party win the PA-07 House seat?,37.5,62.5,2,true_match,0.0278,0.0243,0.948
0.9074,10.5,NO on Kalshi @ 34.0¢  +  YES on Polymarket @ 55.5¢,KXNCAAMBSBELT-26-TROY,Will Troy be the Sun Belt tournament champions? — Troy,69.0,34.0,0xac4e9daee43b79a4fd6060afdecd6fb74183fa94951863c9c51edf62ea18111e,Will Troy win the 2026 Sun Belt conference championship?,55.50000000000001,44.5,2,true_match,0.1282,0.0666,0.8052
0.8976,10.4,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 86.6¢,KXFACUP-26-WHU,Will West Ham win the FA Cup? — West Ham,3.0,,0x0db4b3abf997d4fe1e7c1ef1c16426869c074379a375a1c5779eade5ea974cb2,Will West Ham United win the 2025-2026 FA Cup?,13.4,86.6,2,true_match,0.1004,0.2477,0.6519
0.9487,10.2,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 85.8¢,KXBULGARIAPRES-26NOV15-YSTO,Will Yanaki Stoilov win the the 2026 Bulgarian presidential election? — Yanaki Stoilov,4.0,,0x74be00a0d42fca6cbb0f586877774e07c970303e71d803ebfc72a14c5b111f79,Will Yanaki Stoilov win the next Bulgarian presidential election?,14.2,85.8,2,true_match,0.1384,0.2754,0.5862
0.9291,10.0,NO on Kalshi @ 18.0¢  +  YES on Polymarket @ 72.0¢,HOUSEOH13-26-D,Will Democratic win the House race for OH-13? — Democratic party,85.0,18.0,0xc528b5c384832a754585eeb005f96efd2842db3db1ebfd574bc3c8235a6dbae0,Will the Democratic Party win the OH-13 House seat?,72.0,28.000000000000004,2,true_match,0.0191,0.1502,0.8307
0.9242,10.0,YES on Kalshi @ 41.0¢  +  NO on Polymarket @ 49.0¢,HOUSENJ7-26-R,Will Republican win the House race for NJ-7? — Republican party,41.0,66.0,0x8e55594f3856badd772cbc1354b3c234848092dd030ee38f9b0de7c2ee82a232,Will the Republican Party win the NJ-07 House seat?,51.0,49.0,2,true_match,0.0347,0.0424,0.923
0.9139,10.0,NO on Kalshi @ 49.0¢  +  YES on Polymarket @ 41.0¢,HOUSENC1-26-R,Will Republican win the House race for NC-1? — Republican party,57.0,49.0,0x587f44f11f175ae5a67de2052bceec0a2eb9bb9b98c99f051103211211604606,Will the Republican Party win the NC-01 House seat?,41.0,59.0,2,true_match,0.0248,0.0534,0.9218
0.9139,10.0,YES on Kalshi @ 19.0¢  +  NO on Polymarket @ 71.0¢,KXIPO-26-ANDURIL,Who will IPO before 2027? — Anduril,19.0,83.0,0xb7a72d5e5e4ad1dd7664fec7b7c3031a66d149d186e9c5180351780eb1323566,Anduril IPO before 2027?,28.999999999999996,71.0,2,true_match,0.0625,0.121,0.8165
0.8925,10.0,YES on Kalshi @ 66.0¢  +  NO on Polymarket @ 24.0¢,HOUSEIA1-26-D,Will Democratic win the House race for IA-1? — Democratic party,66.0,39.0,0x5ad7756609da59ffb359e37a16cc0b89285f4b823623e22e2900f054a77ed8ed,Will the Democratic Party win the IA-01 House seat?,76.0,24.0,2,true_match,0.0808,0.0733,0.8459
0.9883,9.7,NO on Kalshi @ 69.0¢  +  YES on Polymarket @ 21.3¢,KXRECOGSOMALI-29-27,Will Trump recognize Somaliland? — Before 2027,35.0,69.0,0x48b6208c56c2bac5c29f4c91e951c2c17d706b38168d0487860e449a0bffb01a,Will Trump recognize Somaliland before 2027?,21.3,78.7,2,true_match,0.0114,0.0792,0.9093
0.9619,9.5,NO on Kalshi @ 44.0¢  +  YES on Polymarket @ 46.5¢,KXSENATELAR-26-JLET,Will Julia Letlow be the Republican nominee for the Senate in Louisiana? — Julia Letlow,60.0,44.0,0x9c4c7199fbf5ff25547c254ed3dddb63e93840f566c2bf5bc1680cc4dfa41b6b,Will Julia Letlow be the republican nominee for Senate in Louisiana?,46.5,53.5,2,true_match,0.0065,0.0611,0.9324
0.9315,9.5,NO on Kalshi @ 12.0¢  +  YES on Polymarket @ 78.5¢,HOUSECA27-26-D,Will Democratic win the House race for CA-27? — Democratic party,94.0,12.0,0xa3a67d6cd09d2b3af055b057ef25742dd3806cddb861b2e32cd1e76639266a4f,Will the Democratic Party win the CA-27 House seat?,78.5,21.5,2,true_match,0.0169,0.1335,0.8496
0.9253,9.5,YES on Kalshi @ 45.0¢  +  NO on Polymarket @ 45.5¢,KXHOUSERACE-MN01-26-D,Will Democratic win the House race for MN-01? — Democratic party,45.0,59.0,0xcdadbda6f89673336dc76bd48a5765d942494452073e366d9cefd37e6b37dd7e,Will the Democratic Party win the MN-01 House seat?,54.50000000000001,45.5,2,true_match,0.0132,0.0302,0.9566
0.8838,9.5,YES on Kalshi @ 65.0¢  +  NO on Polymarket @ 25.5¢,HOUSEMI7-26-D,Will Democratic win the House race for MI-7? — Democratic party,65.0,42.0,0x192ddbbaa122191c951a73b780c808ef51190cc74d6400fae21e74685c60bdae,Will the Democratic Party win the MI-07 House seat?,74.5,25.5,2,true_match,0.0659,0.0582,0.8759
0.9482,9.0,NO on Kalshi @ 26.0¢  +  YES on Polymarket @ 65.0¢,KXMUSKTRILLION-27,Will Elon Musk be a trillionaire before 2027? — Before 2027,77.0,26.0,0x0f3ae5d23882fb840762fd35de11fc31b0fbdc9e41e8666cdfae9d627f93f517,Elon Musk trillionaire before 2027?,65.0,35.0,2,true_match,0.0242,0.4285,0.5473
0.9298,9.0,NO on Kalshi @ 21.0¢  +  YES on Polymarket @ 70.0¢,KXHOUSERACE-NH02-26-D,Will Democratic win the House race for NH-02? — Democratic party,85.0,21.0,0x1790d20eab125a64b999fe78dd91eb8ed116a20d87dd782fad9f45a1f7b4dd58,Will the Democratic Party win the NH-02 House seat?,70.0,30.0,2,true_match,0.0222,0.033,0.9448
0.9265,9.0,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 77.0¢,HOUSENJ5-26-R,Will a Republican win the House race for NJ-5? — Republican party,14.0,92.0,0x8a2a7457c9a8be976d0fb615b952542db4911e45987e1300d4ec3b5a3008174f,Will the Republican Party win the NJ-05 House seat?,23.0,77.0,2,true_match,0.0947,0.0659,0.8394
0.9254,9.0,NO on Kalshi @ 14.0¢  +  YES on Polymarket @ 77.0¢,KXHOUSEWA8-26-D,Will a Democrat win the House race for WA-08? — Democratic party,91.0,14.0,0xbd170150af81f000d76f1dd82c6cd95d416f011eddd1cfd284c9f19201747621,Will the Democratic Party win the WA-08 House seat?,77.0,23.0,2,true_match,0.0198,0.1435,0.8367
0.9214,9.0,NO on Kalshi @ 40.0¢  +  YES on Polymarket @ 51.0¢,KXNEWROLECEOAPPLE-27JAN-TERN,Who will be the next CEO of Apple Inc.? — John Ternus,64.0,40.0,0x19be7c46e28b61455ec766679ee1122fba39eb0d5c85d0878e4b203ab8b18406,Will John Ternus be the next CEO of Apple?,51.0,49.0,2,true_match,0.0114,0.085,0.9035
0.9022,9.0,YES on Kalshi @ 70.0¢  +  NO on Polymarket @ 21.0¢,HOUSEIA3-26-D,Will Democratic win the House race for IA-3? — Democratic party,70.0,35.0,0x87e411b5f2ee67fe075aa7f31214a54b5fbba9ceb114d3de78290326ef374d75,Will the Democratic Party win the IA-03 House seat?,79.0,21.0,2,true_match,0.0499,0.0647,0.8854
0.8688,9.0,NO on Kalshi @ 75.0¢  +  YES on Polymarket @ 16.0¢,KXWBCGROUPQUAL-26A-CAN,Will Canada qualify from World Baseball Classic Pool A? — Canada,42.0,75.0,0x9839410be5ed4aa22b7e32fec4c41aaa8840edcfefd5f142bcdf53b66f5942db,Will Canada win Pool A at the 2026 World Baseball Classic?,16.0,84.0,2,true_match,0.1729,0.253,0.5741
0.8475,9.0,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 54.0¢,KXNCAAMBHOR-26-RMU,Will Robert Morris be the Horizon League tournament champions? — Robert Morris,37.0,64.0,0xfa86db19f8979c0dcaf5ec23ad052fc4762a6c732f0eff106e77a3afe25f99a3,Will Robert Morris win the 2026 Horizon conference championship?,46.0,54.0,2,true_match,0.21,0.0764,0.7136
0.8405,9.0,NO on Kalshi @ 46.0¢  +  YES on Polymarket @ 45.0¢,KXNCAAMBWAC-26-UVU,Will Utah Valley be the Western Athletic tournament champions? — Utah Valley,56.0,46.0,0xbc1c9606b3d117312a5d49dd7b05e43f319f33caf66fc9ce5c178a9b5e169495,Will Utah Valley win the 2026 WAC conference championship?,45.0,55.00000000000001,2,true_match,0.2074,0.0839,0.7086
0.8393,9.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 86.0¢,KXUECL-26-SPA,Will Sparta Prague win the UEFA Conference League? — Sparta Prague,5.0,99.0,0x8426cedd725dd4b9640748f07073dbae965fcab541d6f2ae39ca27b0e8658fed,Will Sparta Praha win the 2025-26 UEFA Europa Conference League?,14.000000000000002,86.0,2,true_match,0.2516,0.1981,0.5503
0.8953,8.9,NO on Kalshi @ 72.0¢  +  YES on Polymarket @ 19.1¢,SENATEGA-28-R,Will Republicans win the Senate race in Georgia? — Republican party,32.0,72.0,0x54e4e816cc5868e2f933c6bbc597e3313bdad382be3ecf7eaa4d8fa5c3f1a1bd,Will the Republicans win the Georgia Senate race in 2026?,19.1,80.9,2,true_match,0.0304,0.1369,0.8327
0.9776,8.9,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 90.1¢,KXSC01R-26-LCUN,Will Logan Cunningham be the Republican nominee for SC-01? — Logan Cunningham,1.0,,0x9f8168df551539ef9ec6c04c092cd0c6823d935762057d1b93935b3b015569a6,Will Logan Cunningham be the Republican Nominee for SC-01?,9.9,90.1,2,true_match,0.0454,0.122,0.8326
0.9379,8.5,NO on Kalshi @ 14.0¢  +  YES on Polymarket @ 77.5¢,HOUSEIL17-26-D,Will a Democrat win the House race for IL-17? — Democratic party,93.0,14.0,0xa0562ac765e26c04e158149cbdf1bc74d42b21669a20f48c4ef716d8738e6d94,Will the Democratic Party win the IL-17 House seat?,77.5,22.5,2,true_match,0.0188,0.1552,0.8259
0.9283,8.5,NO on Kalshi @ 39.0¢  +  YES on Polymarket @ 52.5¢,KXUCLBTTS-26MAR10GALLFC,Liverpool at Galatasaray: Both Teams to Score — Both Teams To Score,63.0,39.0,0x927c3095cdd325a167db713c86fd77a9048c843d359f17643d0ac4ba9eaf802b,Liverpool FC vs. Galatasaray SK: Both Teams to Score,52.5,47.5,2,true_match,0.0224,0.1037,0.8739
0.9257,8.5,YES on Kalshi @ 15.0¢  +  NO on Polymarket @ 76.5¢,KXHOUSEUT03-26-D,Will Democratic win the House race for UT-03? — Democratic party,15.0,91.0,0x9f449f3731d4ccd04392dd4ad859e346f1b66fcd2e76f52b26824d45101bde1e,Will the Democratic Party win the UT-03 House seat?,23.5,76.5,2,true_match,0.0071,0.0343,0.9587
0.9176,8.5,YES on Kalshi @ 61.0¢  +  NO on Polymarket @ 30.5¢,HOUSENJ7-26-D,Will Democratic win the House race for NJ-7? — Democratic party,61.0,40.0,0xdf4512f9c4cdcddd0296b17f54807db88d33685d3142e877f616191f39a3848a,Will the Democratic Party win the NJ-07 House seat?,69.5,30.5,2,true_match,0.0317,0.0406,0.9277
0.8965,8.5,NO on Kalshi @ 15.0¢  +  YES on Polymarket @ 76.5¢,HOUSECT5-26-D,Will a Democrat win the House race for CT-5? — Democratic party,91.0,15.0,0x40b2475e802d01b929cddd1124b8199d04989f1678bcf41d53fa75d7d917333d,Will the Democratic Party win the CT-05 House seat?,76.5,23.5,2,true_match,0.1354,0.1253,0.7392
0.8591,8.5,YES on Kalshi @ 25.0¢  +  NO on Polymarket @ 66.5¢,KXMLBALCY-26-TSKU,Will Tarik Skubal win AL Cy Young? — Tarik Skubal,25.0,80.0,0x77f3245af5c8ce72dedf0575e096ab97c9cb5721e610dc3806b69b21bf1e3b6b,Will Tarik Skubal win the 2026 AL Cy Young Award?,33.5,66.5,2,true_match,0.0146,0.01,0.9754
0.8526,8.5,YES on Kalshi @ 10.0¢  +  NO on Polymarket @ 81.5¢,KXUCL-26-MCI,Will Manchester City win the Champions League Winner? — Manchester City,10.0,91.0,0xfb1835b887c33862f5749c619e612d1244ab6e66115f0ef43d373485dc3a1573,Will Manchester City win the 2025–26 English Premier League?,18.5,81.5,2,true_match,0.3143,0.2283,0.4573
0.9609,8.3,NO on Kalshi @ 90.0¢  +  YES on Polymarket @ 1.7¢,KXNEXTISRAELPM-45JAN01-YLAP,Will Yair Lapid be the next Prime Minister of Israel? — Yair Lapid,11.0,90.0,0x45a79193a66e5078a29c625e78e0d4b9a059edef8e206097c48bbfe7eaf9590e,Will Yair Lapid be the next Prime Minister of Israel?,1.7000000000000002,98.3,2,true_match,0.0307,0.1241,0.8452
0.8943,8.2,NO on Kalshi @ 86.0¢  +  YES on Polymarket @ 5.8¢,KXATPGRANDSLAM-26-NDJO,Will Novak Djokovic win a Tennis Grand Slam in 2026? — Novak Djokovic,15.0,86.0,0x8ba7dc2b5682330a6064966b011f2a6dc6a95b4c6b8589157064f6331ab3e1cd,Will Novak Djokovic be the 2026 Men’s Wimbledon winner?,5.800000000000001,94.2,2,true_match,0.305,0.1835,0.5114
